time (s),total frames,fps
14.891,1,1
15.126,2,1
16.053,62,60
17.002,208,146
18.002,457,249
19.003,693,236
20.001,1020,327
21.003,1331,311
22.001,1601,270
23.002,1955,354
24.004,2189,234
25.0,2516,327
26.003,2844,328
27.002,3084,240
28.0,3442,358
29.003,3759,317
30.0,4047,288
31.0,4424,377
32.0,4706,282
33.0,5065,359
34.0,5448,383
35.0,5734,286
36.001,6134,400
37.0,6487,353
38.001,6838,351
39.001,7283,445
40.0,7594,311
41.0,8014,420
42.002,8481,467
43.0,8822,341
44.0,9288,466
45.002,9714,426
46.006,10110,396
47.0,10605,495
48.0,10976,371
49.002,11436,460
50.001,11934,498
51.002,12297,363
52.0,12774,477
53.003,13219,445
54.0,13631,412
55.001,14142,511
56.0,14514,372
57.001,14986,472
58.0,15501,515
59.001,15850,349
60.002,16329,479
